id	item_group_id	title	c:title_NO:string	c:sku:string	brand	color	c:retail_price_NOK:integer	c:discount_retail_price_NOK:integer	description	c:description_NO:string	size	gender	c:season_tag:string	gtin	c:stock_level:integer	image_link	additional_image_link	material	washing	madein	product_type	hs_code
932045_2188100	932045	Jakke - Black	Jakke - Black	VEROMO-6781-4512_14	Vero Moda	Svart	20000	20000			S				10000	https://retailhub-cdn.azureedge.net/test-pictures/3313566_jacket-1_1000.jpeg						
932045_2188102	932045	Jakke - Black	Jakke - Black	VEROMO-6781-4512_14	Vero Moda	Svart	20000	20000			L				5	https://retailhub-cdn.azureedge.net/test-pictures/3313566_jacket-1_1000.jpeg						
932045_2188103	932045	Jakke - Black	Jakke - Black	VEROMO-6781-4512_14	Vero Moda	Svart	20000	20000			XL				10000	https://retailhub-cdn.azureedge.net/test-pictures/3313566_jacket-1_1000.jpeg						
931477_2187232	931477	NEW FLEXIBLE PRODUCT	NEW FLEXIBLE PRODUCT	VEROMO-5621-7834_14	Vero Moda	Grønn	40095	40095			S				8	https://retailhub-cdn.azureedge.net/test-pictures/3307610_new-flexible-product_1000.jpeg						
931477_2187233	931477	NEW FLEXIBLE PRODUCT	NEW FLEXIBLE PRODUCT	VEROMO-5621-7834_14	Vero Moda	Grønn	40095	40095			M				82	https://retailhub-cdn.azureedge.net/test-pictures/3307610_new-flexible-product_1000.jpeg						
15867	3046	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VEROMO-103044-SHOCKING-PINK_14	Vero Moda	Rosa	59900	59900	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	26/32			5715305528160	2	https://retailhub-cdn.azureedge.net/test-pictures/3301314_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3301315_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3301316_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpg					
15868	3046	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VEROMO-103044-SHOCKING-PINK_14	Vero Moda	Rosa	59900	59900	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	27/32			5715305528177	2	https://retailhub-cdn.azureedge.net/test-pictures/3301314_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3301315_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3301316_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpg					
15869	3046	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VEROMO-103044-SHOCKING-PINK_14	Vero Moda	Rosa	59900	59900	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	28/32			5715305528184	3	https://retailhub-cdn.azureedge.net/test-pictures/3301314_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3301315_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3301316_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpg					
15870	3046	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VEROMO-103044-SHOCKING-PINK_14	Vero Moda	Rosa	59900	59900	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	29/32			5715305528191	2	https://retailhub-cdn.azureedge.net/test-pictures/3301314_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3301315_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3301316_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpg					
15871	3046	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VEROMO-103044-SHOCKING-PINK_14	Vero Moda	Rosa	59900	59900	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	30/32			5715305528207	2	https://retailhub-cdn.azureedge.net/test-pictures/3301314_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3301315_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3301316_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpg					
15872	3046	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VMKITHY HIGHWAIST JEANS - ROSA / SHOCKING PINK	VEROMO-103044-SHOCKING-PINK_14	Vero Moda	Rosa	59900	59900	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	"Jeans til dame- rett fra hofte til ankel er en av sesongens største jeanstrender!- denne jeansen er en ""GO TO"" i garderoben- rette jeans- høy i midjen- 5-lommersstil- knapp og glidelåslukking- løs passform
Navn: vmKithy hr loose str colorStylnummer: 10271003
Inneholder: 100% bomull"	31/32			5715305528573	1	https://retailhub-cdn.azureedge.net/test-pictures/3301314_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3301315_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3301316_vmkithy-highwaist-jeans-rosa-shocking-pink_1000.jpg					
15842	3044	VMDOFFY STRIKKET  - ROSA / VERRY BERRY	VMDOFFY STRIKKET  - ROSA / VERRY BERRY	VEROMO-103042-VERY-BERRY_14	Vero Moda	Rosa	10000	10000	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	M			5715112342164	30	https://retailhub-cdn.azureedge.net/test-pictures/3301325_vmdoffy-strikket-genser-rosa-verry-berry_1000.jpeg						
15844	3044	VMDOFFY STRIKKET  - ROSA / VERRY BERRY	VMDOFFY STRIKKET  - ROSA / VERRY BERRY	VEROMO-103042-VERY-BERRY_14	Vero Moda	Rosa	10000	10000	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	"Strikket genser 
- Ribb ved falde og ermelinninger.
- Loose fit
- Lengde: 60 cm i str. S- Fra Vero Moda

94% Polyester, 3% Nylon, 3% Elastan
Maskinvask, halv last, kort sentrifuge 30 °C
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved høy temp. Høyeste temp. 200 °C
Må ikke renses på renseri
Legges flatt til tørk
Artikkelnummer: 10201022
"	XL			5715213777544	1	https://retailhub-cdn.azureedge.net/test-pictures/3301325_vmdoffy-strikket-genser-rosa-verry-berry_1000.jpeg						
15800	3035	VMAMIRA SKJ&AMP;AMP;#XD8;RT MED RYSJER	VMAMIRA SKJ&AMP;AMP;#XD8;RT MED RYSJER	VEROMO-103033-SILVER-MINK_14	Vero Moda	Brun	34995	34995	"Skjørt til dame- omslaget på skjørtet er sydd fast så det er ikke ekte- strikk i livet- kort modell- fra Vero Moda
Navn: vmAmira mr fake wrap skirt gaStylenummer:&nbsp;10258930
Inneholder: 53% resikulert polyester, 42% polyester, 5% elastane"	"Skjørt til dame- omslaget på skjørtet er sydd fast så det er ikke ekte- strikk i livet- kort modell- fra Vero Moda
Navn: vmAmira mr fake wrap skirt gaStylenummer:&nbsp;10258930
Inneholder: 53% resikulert polyester, 42% polyester, 5% elastane"	S			5715213927505	3	https://retailhub-cdn.azureedge.net/test-pictures/3296117_vero-moda-vmamira-mr-fake-wrap-short-skirt-ga-noos-silver-mink_1000.jpeg						
15801	3035	VMAMIRA SKJ&AMP;AMP;#XD8;RT MED RYSJER	VMAMIRA SKJ&AMP;AMP;#XD8;RT MED RYSJER	VEROMO-103033-SILVER-MINK_14	Vero Moda	Brun	34995	34995	"Skjørt til dame- omslaget på skjørtet er sydd fast så det er ikke ekte- strikk i livet- kort modell- fra Vero Moda
Navn: vmAmira mr fake wrap skirt gaStylenummer:&nbsp;10258930
Inneholder: 53% resikulert polyester, 42% polyester, 5% elastane"	"Skjørt til dame- omslaget på skjørtet er sydd fast så det er ikke ekte- strikk i livet- kort modell- fra Vero Moda
Navn: vmAmira mr fake wrap skirt gaStylenummer:&nbsp;10258930
Inneholder: 53% resikulert polyester, 42% polyester, 5% elastane"	M			5715113768826	2	https://retailhub-cdn.azureedge.net/test-pictures/3296117_vero-moda-vmamira-mr-fake-wrap-short-skirt-ga-noos-silver-mink_1000.jpeg						
15802	3035	VMAMIRA SKJ&AMP;AMP;#XD8;RT MED RYSJER	VMAMIRA SKJ&AMP;AMP;#XD8;RT MED RYSJER	VEROMO-103033-SILVER-MINK_14	Vero Moda	Brun	34995	34995	"Skjørt til dame- omslaget på skjørtet er sydd fast så det er ikke ekte- strikk i livet- kort modell- fra Vero Moda
Navn: vmAmira mr fake wrap skirt gaStylenummer:&nbsp;10258930
Inneholder: 53% resikulert polyester, 42% polyester, 5% elastane"	"Skjørt til dame- omslaget på skjørtet er sydd fast så det er ikke ekte- strikk i livet- kort modell- fra Vero Moda
Navn: vmAmira mr fake wrap skirt gaStylenummer:&nbsp;10258930
Inneholder: 53% resikulert polyester, 42% polyester, 5% elastane"	L			5715213927512	2	https://retailhub-cdn.azureedge.net/test-pictures/3296117_vero-moda-vmamira-mr-fake-wrap-short-skirt-ga-noos-silver-mink_1000.jpeg						
15780	3031	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VEROMO-103029-SILVER-LINING_14	Vero Moda	Beige	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	XS			5715222043470	2	https://retailhub-cdn.azureedge.net/test-pictures/3296291_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296283_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296285_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg					
15781	3031	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VEROMO-103029-SILVER-LINING_14	Vero Moda	Beige	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	S			5715222043487	3	https://retailhub-cdn.azureedge.net/test-pictures/3296291_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296283_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296285_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg					
15782	3031	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VEROMO-103029-SILVER-LINING_14	Vero Moda	Beige	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	M			5715222043494	2	https://retailhub-cdn.azureedge.net/test-pictures/3296291_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296283_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296285_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg					
15783	3031	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VEROMO-103029-SILVER-LINING_14	Vero Moda	Beige	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	L			5715222043500	2	https://retailhub-cdn.azureedge.net/test-pictures/3296291_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296283_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296285_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg					
15784	3031	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VMFILENE STRIKKET GENSER MED POLOKRAGE - BEIGE / SILVER LINING	VEROMO-103029-SILVER-LINING_14	Vero Moda	Beige	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	XL			5715222043517	1	https://retailhub-cdn.azureedge.net/test-pictures/3296291_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296283_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296285_vmfilene-strikket-genser-med-polokrage-beige-silver-lining_1000.jpeg					
15775	3030	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VEROMO-103028-HEDGE-GREEN_14	Vero Moda	Grønn	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	XS			5715222225586	2	https://retailhub-cdn.azureedge.net/test-pictures/3296276_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296273_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296277_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg					
15776	3030	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VEROMO-103028-HEDGE-GREEN_14	Vero Moda	Grønn	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	S			5715222225593	1	https://retailhub-cdn.azureedge.net/test-pictures/3296276_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296273_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296277_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg					
15777	3030	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VEROMO-103028-HEDGE-GREEN_14	Vero Moda	Grønn	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	M			5715222225609	4	https://retailhub-cdn.azureedge.net/test-pictures/3296276_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296273_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296277_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg					
15778	3030	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VEROMO-103028-HEDGE-GREEN_14	Vero Moda	Grønn	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	L			5715222225616	2	https://retailhub-cdn.azureedge.net/test-pictures/3296276_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296273_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296277_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg					
15779	3030	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VMFILENE STRIKKET GENSER MED POLOKRAGE - GRØNN / HEDGE GREEN	VEROMO-103028-HEDGE-GREEN_14	Vero Moda	Grønn	39995	39995	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer: 10268653
Inneholder:  70% akryl, 27% nylon, 3% elastane"	XL			5715222368986	1	https://retailhub-cdn.azureedge.net/test-pictures/3296276_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296273_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296277_vmfilene-strikket-genser-med-polokrage-gronn-hedge-green_1000.jpeg					
15770	3029	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VEROMO-103027-PARFAIT-PINK_14	Vero Moda	Rosa	60000	60000	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	XS			5715222043432	1	https://retailhub-cdn.azureedge.net/test-pictures/3296268_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296267_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296271_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg					
15771	3029	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VEROMO-103027-PARFAIT-PINK_14	Vero Moda	Rosa	60000	60000	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	S			5715222043449	1	https://retailhub-cdn.azureedge.net/test-pictures/3296268_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296267_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296271_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg					
15772	3029	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VMFILENE STRIKKET MED POLOKRAGE - ROSA / PARFAIT PINK	VEROMO-103027-PARFAIT-PINK_14	Vero Moda	Rosa	60000	60000	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	"Strikket genser til dame- myk kvalitet- v-hals- polokrage- fra Vero Moda
Navn: vmFilene ls polo v-neck blouseStylenummer:&nbsp;10268653
Inneholder:&nbsp;&nbsp;70% akryl, 27% nylon, 3% elastane"	M			5715222024219	4	https://retailhub-cdn.azureedge.net/test-pictures/3296268_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/3296267_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg,https://retailhub-cdn.azureedge.net/test-pictures/3296271_vmfilene-strikket-med-polokrage-rosa-parfait-pink_1000.jpeg					
