id	item_group_id	title	c:title_NO:string	c:sku:string	brand	color	c:retail_price_NOK:integer	c:discount_retail_price_NOK:integer	description	c:description_NO:string	size	gender	c:season_tag:string	gtin	c:stock_level:integer	image_link	additional_image_link	material	washing	madein	product_type	hs_code
13657	2627	VMVERONICA BLUSE - OLVIEN GRØNN	VMVERONICA BLUSE - OLVIEN GRØNN	VEROMO-102625-DARK-OLIVE_14	Vero Moda	Grønn	39995	39995	"Bluse til dame- skjortekrage- knepping øverst- fra Vero Moda
Navn: vmVeronicaStylenummer: 10253329
Inneholder: 100% viskose"	"Bluse til dame- skjortekrage- knepping øverst- fra Vero Moda
Navn: vmVeronicaStylenummer: 10253329
Inneholder: 100% viskose"	M			5715106470828	3	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13633	2623	VMCHRISSIE SHACKET - HYACINTH	VMCHRISSIE SHACKET - HYACINTH	VEROMO-102621-HYACINTH_14	Vero Moda	Hvit	64995	64995	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	XS			5715106982543	1	https://retailhub-cdn.azureedge.net/test-pictures/2873257_vmchrissie-shacket-hyacinth_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13634	2623	VMCHRISSIE SHACKET - HYACINTH	VMCHRISSIE SHACKET - HYACINTH	VEROMO-102621-HYACINTH_14	Vero Moda	Hvit	64995	64995	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	S			5715106982550	2	https://retailhub-cdn.azureedge.net/test-pictures/2873257_vmchrissie-shacket-hyacinth_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13635	2623	VMCHRISSIE SHACKET - HYACINTH	VMCHRISSIE SHACKET - HYACINTH	VEROMO-102621-HYACINTH_14	Vero Moda	Hvit	64995	64995	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	M			5715104571749	2	https://retailhub-cdn.azureedge.net/test-pictures/2873257_vmchrissie-shacket-hyacinth_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13636	2623	VMCHRISSIE SHACKET - HYACINTH	VMCHRISSIE SHACKET - HYACINTH	VEROMO-102621-HYACINTH_14	Vero Moda	Hvit	64995	64995	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	L			5715106982567	2	https://retailhub-cdn.azureedge.net/test-pictures/2873257_vmchrissie-shacket-hyacinth_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13637	2623	VMCHRISSIE SHACKET - HYACINTH	VMCHRISSIE SHACKET - HYACINTH	VEROMO-102621-HYACINTH_14	Vero Moda	Hvit	64995	64995	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	"Kort shacket til dame- fra Vero Moda- løs passform- to brystlommer- knappelukking
Navn: vmChrissieStylenummer: 10253482
Inneholder: 50% resirulert polyester, 35% polyester, 15% ull"	XL			5715106982635	1	https://retailhub-cdn.azureedge.net/test-pictures/2873257_vmchrissie-shacket-hyacinth_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13628	2622	VMROW STRIKKET VEST - BIRCH	VMROW STRIKKET VEST - BIRCH	VEROMO-102620-BIRCH_14	Vero Moda	Beige	44995	44995	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	XS			5715113841833	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13629	2622	VMROW STRIKKET VEST - BIRCH	VMROW STRIKKET VEST - BIRCH	VEROMO-102620-BIRCH_14	Vero Moda	Beige	44995	44995	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	S			5715113841840	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13630	2622	VMROW STRIKKET VEST - BIRCH	VMROW STRIKKET VEST - BIRCH	VEROMO-102620-BIRCH_14	Vero Moda	Beige	44995	44995	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	M			5715106308978	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13631	2622	VMROW STRIKKET VEST - BIRCH	VMROW STRIKKET VEST - BIRCH	VEROMO-102620-BIRCH_14	Vero Moda	Beige	44995	44995	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	"Strikket vest til dame- kabelstrikket- fra Vero Moda
Navn: vmRowStylenummer: 10254658
Inneholder: 50% LENZING™- og ECOVERO™-viskose, 27% Polyester, 23% Nylon"	L			5715113841857	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13557	2608	VMBIBI KABELSTRIKKET CARDIGAN - FOSSIL	VMBIBI KABELSTRIKKET CARDIGAN - FOSSIL	VEROMO-102606-FOSSIL_14	Vero Moda	Brun	18000	18000	"Cardigan til dame- glidelåslukking- kabelstrikket- fra Vero Moda
Navn: vmBibiStylenummer: 10253566
Inneholder: 54% akryl, 24% polyester, 14% polyamide, 7% ull, 1% elastane"	"Cardigan til dame- glidelåslukking- kabelstrikket- fra Vero Moda
Navn: vmBibiStylenummer: 10253566
Inneholder: 54% akryl, 24% polyester, 14% polyamide, 7% ull, 1% elastane"	XS			5715206190268	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13561	2608	VMBIBI KABELSTRIKKET CARDIGAN - FOSSIL	VMBIBI KABELSTRIKKET CARDIGAN - FOSSIL	VEROMO-102606-FOSSIL_14	Vero Moda	Brun	18000	18000	"Cardigan til dame- glidelåslukking- kabelstrikket- fra Vero Moda
Navn: vmBibiStylenummer: 10253566
Inneholder: 54% akryl, 24% polyester, 14% polyamide, 7% ull, 1% elastane"	"Cardigan til dame- glidelåslukking- kabelstrikket- fra Vero Moda
Navn: vmBibiStylenummer: 10253566
Inneholder: 54% akryl, 24% polyester, 14% polyamide, 7% ull, 1% elastane"	XL			5715206190428	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13548	2606	VMEMILY MORGENKÅPE - SNOW WHITE	VMEMILY MORGENKÅPE - SNOW WHITE	VEROMO-102604-SNOW-WHITE_14	Vero Moda	Hvit	49995	49995	"Morgenkåpe til dame
- supermyk kvalitet- fra Vero Moda
Navn: vmEmilyStylenummer: 10256100
Inneholder: 100% polyester"	"Morgenkåpe til dame
- supermyk kvalitet- fra Vero Moda
Navn: vmEmilyStylenummer: 10256100
Inneholder: 100% polyester"	M			5715109510699	5	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13542	2605	VMSELMA PYSJAMAS - BLACK	VMSELMA PYSJAMAS - BLACK	VEROMO-102603-BLACK_14	Vero Moda	Svart	44995	44995	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	XS			5715212040342	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13543	2605	VMSELMA PYSJAMAS - BLACK	VMSELMA PYSJAMAS - BLACK	VEROMO-102603-BLACK_14	Vero Moda	Svart	44995	44995	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	S			5715113446229	5	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13544	2605	VMSELMA PYSJAMAS - BLACK	VMSELMA PYSJAMAS - BLACK	VEROMO-102603-BLACK_14	Vero Moda	Svart	44995	44995	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	M			5715111256882	4	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13545	2605	VMSELMA PYSJAMAS - BLACK	VMSELMA PYSJAMAS - BLACK	VEROMO-102603-BLACK_14	Vero Moda	Svart	44995	44995	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	"Pysjamas til dame- overdelen har lange ermer - ikke korte som vist på bildet- mykt og god kvalitet- fra Vero Moda
Navn: vmSelmaStylenummer: 10257418
Inneholder: 96% viskose, 4% elastan"	L			5715113446236	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13540	2604	"VMBEATE KIMONO MORGENKÅPE "	"VMBEATE KIMONO MORGENKÅPE "	VEROMO-102602-NAVY-BLAZER_14	Vero Moda	Blå	39995	39995	"Morgenkåpe til dame- løse gode ermer- satengfølelse- glatt kvalitet- fra Vero Moda
Navn: vmBeateStylenummer: 10254128
Inneholder: 100% polyester"	"Morgenkåpe til dame- løse gode ermer- satengfølelse- glatt kvalitet- fra Vero Moda
Navn: vmBeateStylenummer: 10254128
Inneholder: 100% polyester"	M			5715105414656	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13541	2604	"VMBEATE KIMONO MORGENKÅPE "	"VMBEATE KIMONO MORGENKÅPE "	VEROMO-102602-NAVY-BLAZER_14	Vero Moda	Blå	39995	39995	"Morgenkåpe til dame- løse gode ermer- satengfølelse- glatt kvalitet- fra Vero Moda
Navn: vmBeateStylenummer: 10254128
Inneholder: 100% polyester"	"Morgenkåpe til dame- løse gode ermer- satengfølelse- glatt kvalitet- fra Vero Moda
Navn: vmBeateStylenummer: 10254128
Inneholder: 100% polyester"	L			5715113435582	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
9945	1936	VMAVA T-SKJORTE - LILLA	VMAVA T-SKJORTE - LILLA	VEROMO-101935-PASTEL-LAVENDER_14	Vero Moda	Fiolett	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	XS			5715097398248	2	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
9946	1936	VMAVA T-SKJORTE - LILLA	VMAVA T-SKJORTE - LILLA	VEROMO-101935-PASTEL-LAVENDER_14	Vero Moda	Fiolett	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	S			5715097398255	4	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
9947	1936	VMAVA T-SKJORTE - LILLA	VMAVA T-SKJORTE - LILLA	VEROMO-101935-PASTEL-LAVENDER_14	Vero Moda	Fiolett	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	M			5715097398262	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
9948	1936	VMAVA T-SKJORTE - LILLA	VMAVA T-SKJORTE - LILLA	VEROMO-101935-PASTEL-LAVENDER_14	Vero Moda	Fiolett	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	L			5715097398279	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
9949	1936	VMAVA T-SKJORTE - LILLA	VMAVA T-SKJORTE - LILLA	VEROMO-101935-PASTEL-LAVENDER_14	Vero Moda	Fiolett	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	XL			5715097398286	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13535	2603	VMAVA T-SKJORTE - KLARBLÅ	VMAVA T-SKJORTE - KLARBLÅ	VEROMO-102601-REGATTA_14	Vero Moda	Blå	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	S			5714513690522	4	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13536	2603	VMAVA T-SKJORTE - KLARBLÅ	VMAVA T-SKJORTE - KLARBLÅ	VEROMO-102601-REGATTA_14	Vero Moda	Blå	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	M			5714513690461	4	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13537	2603	VMAVA T-SKJORTE - KLARBLÅ	VMAVA T-SKJORTE - KLARBLÅ	VEROMO-102601-REGATTA_14	Vero Moda	Blå	14995	14995	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	" 

Kortermet T-skjorte
- Rund hals
- Loose fit
- Stretch-stoff
- Lengde: 60 cm i str. S
- Modellen er 180 cm høy og bruker str. S

MADE WITH TENCEL™ LYOCELL 
This product is made with TENCEL™ branded lyocell fibres, high quality cellulose fibres made from wood pulp from sustainably managed forests and produced in a way that reduces environmental impact.

95% Lyocell TENCEL™, 5% Elastan
Maskinvask ved maks 40 °C på skånsomt vaskeprogram
Må ikke blekes
Tåler ikke tørketrommel
Strykes ved middels temperatur
Må ikke renses på renseri
Henges til tørk
Artikkelnummer: 10195724

"	L			5714515061498	1	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png,https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
13531	2602	VMIDEAL PARTYTOPP - ROSA	VMIDEAL PARTYTOPP - ROSA	VEROMO-102600-CHERRIES-JUBILEE_14	Vero Moda	Rød	12000	12000	"Topp med høy partyfaktor- organza ermer- v-hals- fra Vero Moda
Navn: vmIdeal Stylenummer: 10224867
Inneholder: 100% polyester"	"Topp med høy partyfaktor- organza ermer- v-hals- fra Vero Moda
Navn: vmIdeal Stylenummer: 10224867
Inneholder: 100% polyester"	S			5714928277653	1	https://retailhub-cdn.azureedge.net/test-pictures/3077589_vmideal-partytopp-rosa_1000.jpeg	https://retailhub-cdn.azureedge.net/test-pictures/default-image_1000.png					
